Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 544/2003,15/10/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da STE - Sul Transmissora de Energia Ltda, as áreas de terras necessárias à passagem da Linha de Transmissão Uruguaiana - Santa Rosa, no Estado do Rio Grande do Sul.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003544.pdf,RES,res2003544.pdf
REN - RESOLUÇÃO NORMATIVA 547/2013,10/05/2013,"Estabelece os procedimentos comerciais para aplicação do sistema de bandeiras tarifárias; altera, a partir de 2014, a definição do termo VRERE contida nos arts. 96 e 97; altera o art. 116; bem como altera a alínea ""i"" do inciso I do art. 119 da Resolução Normativa ANEEL 414, de 09.09.2010; exclui os parágs. 39, 40, 41, 46, 48, 49 e 55 e altera os parágrafos 36, 38, 56 e 57, inciso I do Submódulo 7.1 do PRORET.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013547.pdf,REN,ren2013547.pdf
RES - RESOLUÇÃO 546/2003,15/10/2003,"Autoriza FURNAS Centrais Elétricas S.A, a implantar reforços em instalações de transmissão de energia elétrica, nas Subestações relacionadas, integrantes da rede básica do sistema elétrico interligado, estabelece os valores da receita anual permitida, bem como aplica sobre estes valores o percentual referente à quota anual da Reserva Global de Reversão - RGR.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003546.pdf,RES,res2003546.pdf
RES - RESOLUÇÃO 546/2002,09/10/2002,"Autoriza, para fins de regularização, a Usina Barra Grande de Lençóis S.A, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante exploração da central geradora termelétrica Barra Grande de Lençóis, no município de Lençóis Paulista, (SP), para comercialização da energia elétrica produzida, bem como reconhece o enquadramento desta na modalidade cogeração qualificada, em regime precário.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002546.pdf,RES,res2002546.pdf
REN - RESOLUÇÃO NORMATIVA 548/2013,15/05/2013,Altera a redação do art. 8º; e inclui os arts. 8º-A e 8º-B na Resolução Normativa ANEEL 467 de 06.12.2011 que estabeleceu os requisitos e critérios para modificação do regime de exploração das concessões de aproveitamentos hidrelétricos para geração de energia elétrica destinada a serviço público.,ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013548.pdf,REN,ren2013548.pdf
RES - RESOLUÇÃO 547/2003,15/10/2003,"Autoriza a Companhia Energética de Minas Gerais - CEMIG, implantar reforços em instalações de transmissão de energia elétrica nas Subestações Jaquara, Pimenta, São Gotardo 2, Emborcação e Ouro Preto 2, localizadas no Estado de Minas Gerais, integrantes da rede básica do sistema elétrico interligado, bem como estabelece os valores da receita anual permitida, e aplica sobre estes valores, o percentual referente à quota anual da Reserva Global de Reversão - RGR.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003547.pdf,RES,res2003547.pdf
RES - RESOLUÇÃO 547/2000,15/12/2000,"Autoriza a Sociedade Fluminense de Energia Ltda - SFE a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central termelétrica Eletrobolt, no município de Seropédica, (RJ), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000547.pdf,RES,res2000547.pdf
REN - RESOLUÇÃO NORMATIVA 549/2013,27/05/2013,Dispõe sobre o repasse de recursos da Conta de Desenvolvimento Energético - CDE às concessionárias de distribuição nos termos do art. 4º-A do Decreto 7.891 de 23.01.2013.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013549.pdf,REN,ren2013549.pdf
RES - RESOLUÇÃO 548/2003,22/10/2003,"Homologa os montantes de energia e demanda de potência dos Contratos Iniciais da AES Sul, para o ano de 2003, revistos em razão da opção dos consumidores contratarem seu fornecimento com outro fornecedor, nos termos do disposto nos parágs. 1° e 4º do art. 15 da Lei 9.074 de 07.07.1995, e parág. 4º do art. 10 da Lei 9.648 de 27.05.1998.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003548.pdf,RES,res2003548.pdf
RES - RESOLUÇÃO 549/2002,10/10/2002,"Autoriza a Sociedade de Energia Bandeirantes - SEBAND Ltda a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Retiro, no rio Sapucaí, nos municípios de São Joaquim da Barra e Guará, (SP), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002549.pdf,RES,res2002549.pdf
REN - RESOLUÇÃO NORMATIVA 553/2013,10/06/2013,"Aprova o Submódulo 9.1 dos Procedimentos de Regulação Tarifária - PRORET, o qual define a metodologia e os critérios gerais aplicáveis ao processo de revisão periódica das Receitas Anuais Permitidas das concessionárias existentes de serviço público de transmissão de energia elétrica.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013553.pdf,REN,ren2013553.pdf
RES - RESOLUÇÃO 551/2000,18/12/2000,"Autoriza a empresa El Paso Claro Ltda estabelecer-se como Produtor Independente de Energia Elétrica mediante a implantação da central termelétrica Usina Termelétrica Macaé Merchant, no município de Macaé, (RJ), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000551.pdf,RES,res2000551.pdf
RES - RESOLUÇÃO 552/2002,15/10/2002,"Estabelece os procedimentos relativos à liquidação das operações de compra e venda de energia elétrica, no mercado de curto prazo, no âmbito do Mercado Atacadista de Energia Elétrica - MAE, e trata das garantias financeiras e penalidades.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002552.pdf,RES,res2002552.pdf
REN - RESOLUÇÃO NORMATIVA 555/2013,27/06/2013,"Altera o Submódulo 8.1 dos Procedimentos de Regulação Tarifária - PRORET, que trata dos conceitos gerais, as metodologias aplicáveis e os procedimentos a serem utilizados no Primeiro Ciclo de Revisões Tarifárias Periódicas das permissionárias de serviço público de distribuição de energia elétrica (1CRTP-P).",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013555.pdf,REN,ren2013555.pdf
REN - RESOLUÇÃO NORMATIVA 556/2013,02/07/2013,Aprova os Procedimentos do Programa de Eficiência Energética - PROPEE,ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013556.pdf,REN,ren2013556.pdf
REN - RESOLUÇÃO NORMATIVA 558/2013,03/07/2013,"Altera a redação do caput do art. 11 da Resolução Normativa 521 de 11.11.2012, que dispõe sobre o cálculo da alocação inicial de cotas de garantia física e potência, da definição dos Contratos de Comercialização de Energia Elétrica no Ambiente Regulado - CCEARs sujeitos à cessão compulsória e redução de montantes, e da revisão extraordinária das tarifas de distribuição, nos termos da Medida Provisória 579 de 11.09.2012.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013558.pdf,REN,ren2013558.pdf
REN - RESOLUÇÃO NORMATIVA 557/2013,02/07/2013,"Incluí o parágrafo 5º no artigo 47 da Norma de Organização 001, aprovada pela Resolução Normativa 273 de 10.07. 2007.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013557.pdf,REN,ren2013557.pdf
REN - RESOLUÇÃO NORMATIVA 559/2013,28/06/2013,"Estabelece o procedimento de cálculo das Tarifas de Uso do Sistema de Transmissão - TUST; bem como revoga, o art. 16 e o Anexo da Resolução ANEEL 281 de 01.10.1999; o art. 9º da Resolução Normativa ANEEL 399 de 13.04.2010; o parág. 2º do art. 18 e o parág. 3º do art. 22-A da Resolução Normativa ANEEL 349 de 13.01.2009; a Resolução Normativa ANEEL 117 de 03.12.2004; a Resolução Normativa ANEEL 267 de 05.06.2007 e a Resolução Normativa ANEEL 523 de 17.12.2012.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013559.pdf,REN,ren2013559.pdf
RES - RESOLUÇÃO 557/2000,20/12/2000,Autoriza a Empresa Transmissora de Energia Elétrica do Sul do Brasil S.A - ELETROSUL e a Companhia Estadual de Energia Elétrica -CEEE  a implantarem instalações de transmissão de energia elétrica no Estado do Rio Grande do Sul.,ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000557.pdf,RES,res2000557.pdf
REN - RESOLUÇÃO NORMATIVA 561/2013,16/07/2013,Torna sem efeito a responsabilidade das concessionárias de transmissão e dos usuários com Contrato de Uso do Sistema de Transmissão - CUST por indenizar as concessionárias e permissionárias de distribuição pelos valores pagos a título de ressarcimento de danos elétricos em unidades consumidoras.,ANEEL,"Anulação 
 ",http://www.aneel.gov.br/cedoc/ren2013561.pdf,REN,ren2013561.pdf
REN - RESOLUÇÃO NORMATIVA 562/2013,15/07/2013,"Altera o submódulo 10.1 dos Procedimentos de Regulação Tarifária - PRORET, conforme anexo.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013562.pdf,REN,ren2013562.pdf
REN - RESOLUÇÃO NORMATIVA 563/2013,18/07/2013,"Altera as condições para revisão dos planos de universalização dos serviços de distribuição de energia elétrica na área rural, altera os arts. 2º, 3º, 4º e revoga o parágrafo 5º do art. 3º da Resolução Normativa ANEEL 488 de 15.05.2012; bem como altera o art. 27 da Resolução Normativa ANEEL 414 de 09.09.2010.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013563.pdf,REN,ren2013563.pdf
REN - RESOLUÇÃO NORMATIVA 564/2013,16/07/2013,Estabelece critérios e condições para afastamento da exigência de inclusão de cronograma de implantação de empreendimentos de geração em atos autorizativos.,ANEEL,"Estabelecimento 
 ",http://www.aneel.gov.br/cedoc/ren2013564.pdf,REN,ren2013564.pdf
RES - RESOLUÇÃO 563/2002,23/10/2002,"Autoriza, para fins de regularização, a Companhia Níquel Tocantins - CNT, estabelecer-se como Autoprodutor de energia elétrica, mediante a exploração da central geradora termelétrica CNT, no município de Niquelândia, (GO), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002563.pdf,RES,res2002563.pdf
REN - RESOLUÇÃO NORMATIVA 565/2013,01/08/2013,Altera o Submódulo 7.2 dos Procedimentos de Regulação Tarifária - PRORET.,ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013565.pdf,REN,ren2013565.pdf
REN - RESOLUÇÃO NORMATIVA 567/2013,07/08/2013,"Altera as Resoluções Normativas ANEEL 390 e 391, de 15.12.2009.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013567.pdf,REN,ren2013567.pdf
REN - RESOLUÇÃO NORMATIVA 569/2013,14/08/2013,"Altera o caput do art. 76 e insere o parágrafo único, altera o caput e o parágrafo único do art. 95 e revoga o art. 136 da Resolução Normativa ANEEL 414 de 09.09.2010.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013569.pdf,REN,ren2013569.pdf
REN - RESOLUÇÃO NORMATIVA 570/2013,01/08/2013,"Estabelece os requisitos e procedimentos atinentes à comercialização varejista de energia elétrica no Sistema Interligado Nacional - SIN; bem como altera a redação dos artigos 11, 17, e 18 do Anexo da Resolução Normativa ANEEL 109 de 26.10.2004.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013570.pdf,REN,ren2013570.pdf
REN - RESOLUÇÃO NORMATIVA 571/2013,07/08/2013,"Estabelece critérios e condições para o credenciamento de instituições financeiras no âmbito da Câmara de Comercialização de Energia Elétrica - CCEE e altera a Resolução Normativa ANEEL 531, de 21.12.2012.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013571.pdf,REN,ren2013571.pdf
RES - RESOLUÇÃO 572/2003,29/10/2003,"Autoriza a Companhia Energética São José, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica São José Colina, no município de Colina, (SP), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003572.pdf,RES,res2003572.pdf
REN - RESOLUÇÃO NORMATIVA 573/2013,23/08/2013,"Altera o parágrafo 39 do Submódulo 2.3 dos Procedimentos de Regulação Tarifária - PRORET, aprovado pela Resolução Normativa SRE/ANEEL 457 de 08.11.2011.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013573.pdf,REN,ren2013573.pdf
RES - RESOLUÇÃO 574/2003,29/10/2003,"Autoriza a Usina Mandu S.A, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Mandu, no município de Guaíra, (SP), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003574.pdf,RES,res2003574.pdf
REN - RESOLUÇÃO NORMATIVA 576/2013,30/08/2013,"Revoga todas as disposições normativas atinentes a Curva de Aversão a Risco de Racionamento - CAR e a Procedimentos Operativos de Curto Prazo - POCP, de revogação das Resoluções Normativas ANEEL 351 de 17.02.2009; e 520 de 11.12.2012; as Resoluções Autorizativas ANEEL 3.787 de 11.12.2012; e 4.041 de 23.04.2013; bem como altera o art. 6º da Resolução Normativa ANEEL 282 de 01.10.2007.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/ren2013576.pdf,REN,ren2013576.pdf
REN - RESOLUÇÃO NORMATIVA 578/2013,25/10/2013,"Aprova as Regras de Comercialização de Energia Elétrica aplicáveis ao Novo Sistema de Contabilização e Liquidação - Novo SCL; e altera o art. 54, da Convenção de Comercialização de Energia Elétrica, instituída pela Resolução Normativa ANEEL 109 de 26.10.2004.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013578.pdf,REN,ren2013578.pdf
RES - RESOLUÇÃO 578/2002,30/10/2002,"Autoriza a Jalles Machado S.A, ampliar a central geradora termelétrica Jales Machado S.A - Central Elétrica, no  município de Goianésia, (GO).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002578.pdf,RES,res2002578.pdf
REN - RESOLUÇÃO NORMATIVA 579/2013,24/10/2013,"Altera e retifica dispositivos da Resolução Normativa ANEEL 500 de 17.07.2012, sobre os requisitos de comprovação da razoabilidade do preço de aquisição do carvão mineral e prazos para envio de dados à Eletrobras.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013579.pdf,REN,ren2013579.pdf
REN - RESOLUÇÃO NORMATIVA 581/2013,06/11/2013,"Estabelece os procedimentos e as condições para a prestação de atividades acessórias, para o fornecimento de energia elétrica temporária com desconto na tarifa e para a exportação de energia elétrica para pequenos mercados em regiões de fronteira pelas concessionárias e permissionárias de serviço público de distribuição de energia elétrica. Na Resolução Normativa ANEEL 414 de 2010: altera a Tabela de Classificação Comercial do Anexo I, inclui a alínea ""k"" no inciso II do art. 27 e altera art. 120 e o inciso II do parágrafo 2º do art. 126; revoga o parágrafo 3º do art. 224; aprova a revisão dos Submódulos 8.1 - Revisão Tarifária Periódica das Permissionárias de Distribuição e Submódulo 2.7 - Outras Receitas dos Procedimentos de Regulação Tarifária - PRORET, bem como, insere o inciso XXIV no artigo 6º da Resolução Normativa ANEEL 063 de 12.05.2004.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013581.pdf,REN,ren2013581.pdf
REN - RESOLUÇÃO NORMATIVA 582/2013,25/10/2013,"Acrescenta o capítulo VI - A e o parágrafo único ao art. 92 da Resolução Normativa ANEEL 417 de 23.11.2010, que estabelece procedimentos para a delegação de competências da ANEEL para a execução de atividades descentralizadas em regime de gestão associada de serviços públicos.",ANEEL,"Inclusão 
 ",http://www.aneel.gov.br/cedoc/ren2013582.pdf,REN,ren2013582.pdf
REN - RESOLUÇÃO NORMATIVA 583/2013,05/11/2013,"Estabelece os procedimentos e condições para obtenção e manutenção da situação operacional e definição de potência instalada e líquida de empreendimento de geração de energia elétrica, bem como, revoga as Resoluções Normativas ANEEL 433 de 26.08.2003; a 190 de 12.12.2005; a 222 de 06.06.2006; a 420 de 30.11.2010; a 487 de 15.05.2012; o art. 7º da Resolução Normativa ANEEL 437 de 24.05.2011; e o art. 6º da Resolução Normativa ANEEL 566 de 16.07.2013.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013583.pdf,REN,ren2013583.pdf
REN - RESOLUÇÃO NORMATIVA 584/2013,04/11/2013,"Estabelece prazos e condições para sazonalização e modulação de garantia física de usinas de geração de energia elétrica, bem como para sazonalização da energia vinculada referente à Usina Hidrelétrica Itaipu; revogam os incisos VI e VII do art. 5º da Resolução ANEEL 290 de 03.08.2000, o art. 3º da Resolução Normativa ANEEL 341 de 02.12.2008, o parágrafo 2° do art. 15 da Resolução Normativa ANEEL 514 de 30.10.2012, e o art. 21 da Resolução Normativa ANEEL 530 de 21.12.2012.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013584.pdf,REN,ren2013584.pdf
RES - RESOLUÇÃO 583/2002,30/10/2002,"Autoriza a Lages Bioenergética Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Lages, no município de Lages, (SC), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002583.pdf,RES,res2002583.pdf
